○  2023~2025년 기관별 수상작 내역							
기관명	수상연도	수상내역	상금 (만원)	기업명 (기업이 아닐 시 작성X)	참가팀(팀명)	아이템명	아이템 내용(간단히)	활용 공공데이터(대표 2~3개)	분야 (아이디어 기획 / 제품 및 서비스 개발)
해양수산부	2024	우수상	100	비비스 로지틱스	비비스 로지틱스	AI기반 해상운송계약 자동검토솔루션 “네비게이터(Navigator)”	GPT 모델을 활용한 해상운송계약서 추천, 자동검토 솔루션	부산항만공사_부산항 컨테이너 수송통계, 장기운송 계약 현황	아이디어기획
해양수산부	2024	우수상	100	한국해양환경생태연구소, 다이브코리아	한국해양환경생태연구소, 다이브코리아	하이브리드 해조 탄소단지 조성기술	부력장치를 활용한 다층식 해조장 조성, 조식동물 접근 차단, 해조이식장치 기능 등을 보유한 하이브리드 해조류 이식방법	해양환경공단_연안별 평균 해수수질 현황, 한국수산자원공단_제주해역에서의 바다숲 조성 현황	제품및서비스개발
해양수산부	2024	우수상	100		엔에코	선박 스마트 공기정화기 “에어보팅”	해조류 광합성을 이용한 습식 선박 공기 정화기	해양수산부-천해양식업 생산량현황(품종별), 해양수산부-유용해조류도감, 국립환경과학원-미세먼지(금속성분)실시간정보	아이디어기획
해양수산부	2024	우수상	100		헤이븐	IoT 연계형 무동력 수상레저기구 안전관리 플랫폼	무동력 수상레저기구에 탑재된 센서 데이터를 활용하여 서핑보드 실시간 위치 파악, 위험상황 감지 및 알림 서비스	해양경찰청_수상레저기구 연도별 등록현황	제품및서비스개발
해양수산부	2024	우수상	100		수산종자산업진흥센터	수산종자 수급 예측	수산종자산업 실태조사 기반 머신러닝을 활용, 수산종자의 수요를 예측하여 수산물의 수급과 안정적인 수산물 수급관리 지원	한국수산자원공단 수산종자생산업 실태조사, 해양환경공단 해양수질자동측정망 센서자료, KOSIS(통계청) 소비자심리지수	빅데이터분석
충청남도	2024	대상	800	별따러가자	별따러가자	소형 모빌리티 안전사고 예방을 위한 위험 도로상태 검출 서비스	AIoT 모션센서를 소형 모빌리티에 부착하여 주행데이터를 기반으로 위험 도로상태를 검출하는 서비스	과속방지턱 정보(행정안전부)	제품 및 시버스 개발
충청남도	2024	최우수상	300	(주)카고랩	(주)카고랩	버스터	AI 기반 대중교통 잔여 좌석, 혼잡도, 도착시간, 날씨 기반 경로추천 등 통합 교통정보제공 모빌리티 플랫폼	국토교통부 TAGO 버스 노선 정보 API(공공데이터 포털), 국토굥통부 TAGO 열차정보 API(공공데이터 포털), 국토교통부 TAGO 카셰어링 정보 API(공공데이터 포털)	아이디어 기획
충청남도	2024	우수상100&amp;특별상100	200	효상HS	효상HS	산지히어로	전국 35개 공영도매시장의 경락가격데이터를 예측한 비대면 판로 확보 산지계약재배 시스템	전국 도매시장 일별 경락가격	제품 및 시버스 개발
충청남도	2024	장려상	50	(주)고로켓컴퍼니	(주)고로켓컴퍼니	팜픽	건강기능식품 정보를 보기 쉽게 큐레이팅하고, 성분 및 함량 분석을 제공함으로써 서칭코스트를 절감하는 어플리케이션 서비스	건강기능식품정보(식품의약품안전처), 건강기능식품영양 DB(식품의약품안전처), 건강기능식품 기능성원료 인정 현황(식품의약품안전처)	제품 및 시버스 개발
충청남도	2024	장려상	50	-	Reditor	Reditor	기업 목록 탐색을 통한 개인화 서비스 구축 및 취업 컨설팅 서비스 제공	채용정보API(워크넷), 일자리 매칭 플랫폼 구인 기업 목록(중소벤처기업진흥공단)	제품 및 시버스 개발
행정안전부	2024	대상	300		주식회사 디프리	급경사지 계측 및 관리 솔루션	디지털 트윈 모델 활용 급경사지 계측 및 관리 솔루션	안전모아(행안부), V-World(국토부)	제품 및 서비스 개발
행정안전부	2024	우수상	150		에피파니	독립손해사정 중개플랫폼	시민안전보험 등 정책보험에 대한 상담 및 독립손해사정  중개 플랫폼	시민안전보험(지자체), 지역별 사고현황(행안부)	아이디어 기획
행정안전부	2024	우수상	150		algo	외국인 안전 여행 지원 서비스	외국인 여행객을 위한 안전 여행 지원 서비스	대피장소(행안부), 기상예보(기상청), 재난문자(행안부)	제품 및 서비스 개발
울산광역시	2024	대상	250		울산대학교	시니워크	최적화된 산책 경로 추천부터 건강 모니터링, 위험 감지 등  시니어들이안전하고 즐겁게 산책을 즐길 수 있도록 함	공공데이터 포털, 국가 공간정보포털  GIS, 안전사고 발생지, 환경정보 	아이디어 기획
울산광역시	2024	우수상	150		울산과학기술원	노상주차 패턴 분석 및 주차공간 확보 예측	시간, 교통량, 날씨 등 다양한 요소들이 노상주차에 미치는 영향을 파악하고 주차공간을 효율적으로 확보하기 위한 의사결정 시나리오 제시	공공 데이터 포털 불법 주정차 데이터,공영주차장 위치 데이터 	아이디어 기획
울산광역시	2024	장려상	50		울산대학교	교통약자를 위한 편의시설 정보를 제공하는 챗봇 서비스	편의시설 정보 접근성을 높이기 위해 사용자와 챗봇의 대화를 통해 정보를 분석하여 주변의 편의시설에 대한 정보를 평가하고 사용자에게 가장 적합한 편의시설을 갖춘 장소에 대한 정보를 제공하는 챗봇 서비스	공공데이터 포털, 약국, 병원, 카페, 복지시설 정보, 장애인 복지 서비스 지원센터 정보	아이디어 기획
울산광역시	2024	대상	400		아주대학교	여깄장학	사용자 맞춤형 장학금 추천 앱으로 수천개의 장학금 중 사용자가 지원할 수 있는 장학금 공고를 AI로 선별		제품 및 서비스개발
울산광역시	2024	우수상	250	잘가내차	잘가내차	잘가내차	중고차 수출 폐차 플랫폼  중개 서비스 제공시스템	국토교통부 공공데이터 자동차종합정보	제품 및 서비스개발
울산광역시	2024	장려상	100		울산대학교	교통약자를 위한 교통안전 플랫폼	어린이 보호구역, 고령 보행자를 위한 실버존, 보행자 위험지역등의 교통안전를 위한 교통사고 예방 플랫폼	공공데이터  보호구역 표지판,  횡단보도 현황, 어린이 통학로 교통안전정보	제품 및 서비스개발
대전광역시	2024	대상	500		새로이나누라	낚시 정보 공유 서비스(어터랑)	낚시장비 대여, 선내 좌석 예약, 주변 편의시설 등 낚시 여행객에게  실질적으로 도움이 되는 낚시 정보 제공 서비스	해양수산부(낚시산업정보),  전국낚시터정보표준데이터, 해양경찰청(낚시어선 주조업지 출항지별  낚시어선 현황) 등	제품 및 서비스 개발
대전광역시	2024	최우수상	300		평안과안심	고독사 예방을 위한 안심케어 관제시스템	공공데이터를 기준으로 독거노인케어 IoT센서데이터를 결합해 통합관제를  실시하여,  안전하게 독거노인을 지켜주고 사용자의 실제 니즈에 맞춰진  서비스를 제공	독거노인등록 통계 및 현황 정보 독거노인 응급안전 알림서비스 사업현황 정보 독거노인 응급안전 안심서비스 현황 정보 대전시 노인맞춤돌봄 서비스 현황 정보	제품 및 서비스 개발
대전광역시	2024	우수상	100		길 위의 친구들	안전하게 학교가재	학교 주변 교통안전 시설과 위험 구역의 정보를 제공하여 초등학생이  스스로 안전한 등하굣길을 만들고, 학부모와 선생님이 학생의 실시간  위치를 파악하는 등의 기능을 제공	대전광역시(신호등조회서비스), 대전광역시 (어린이방범용cctv) 대전광역시(횡단보도조회서비스),  대전광역시(육교조회서비스) 전국어린이보호구역표준데이터 등	제품 및 서비스 개발
대전광역시	2024	우수상	100		아맞다강아지	얼굴인식AI와 비문인식AI를 활용한 실종 반려견 찾기 플랫폼	비문인식AI를 활용, 비문인식AI가 인식하지 못하는 사진은 안면인식 AI를  통해 실종 반려견에 대한 가장 유사한 보호동물 공고를 검색하여 실종된  반려견을 바르게 찾을 수 있도록 제공	전국동물보호센터정보 표준데이터셋 대전광역시(유기동물공고 현황 API) 대전광역시(유기동물 발견장소 데이터) 농림축산식품부 동물보호관리시스템  유기동물 정보 조회 서비스	제품 및 서비스 개발
대전광역시	2024	우수상	100		언틸	현수막을 배너팅하다!	불필요한 현수막 이중설치를 방지하고 전국 지정현수막게시대를 활용한  효율적인 설치와 디지털 온라인 광고효과 제공	전국 지정현수막게시대 위치 정보 관공서 위치정보(초중고대학교 위치,  행정복지센터 위치, 공공기관 위치 등)	제품 및 서비스 개발
대전광역시	2024	우수상	100		가족뜰	어린이 전자도감 교육 서비스 	생태원의 생물 촬영을 통해 분석 및 특징의 설명을 제공하고, 디지털  플랫폼을 활용한 교육 콘텐츠 제공	국립생물자원관(한반도의 생물다양성) 한국수목원정원관리원(수목원 기본관람정보) 농촌진흥청(곤충형태용어사전),  산림청(식물용어사전)	제품 및 서비스 개발
대전광역시	2024	최우수상	200		3E	놀면, 대전	맞벌이를 하며 육아를 병행하는 바쁜 부모에게 자녀와 즐길  문화여가활동 정보를 한곳에서 맞춤형으로 편리하게 제공	대전광역시(도시공원정보),  대전광역시(자연휴양림) 대전광역시(보문산 랜선여행),  대전광역시(어린이생태체험공간 지원현황) 대전광역시(야외스케이트장 설치 운영현황) 등	아이디어 기획
대전광역시	2024	우수상	50		야광유잼	야광유잼 in 대전	대전시에 체류하는 시간을 분석하여 이들이 야간경제에 참여할 수 있는  전략을 마련하고, 이를 통해 대전의 야간 경제를 활성화하는 것을  목표로 방안 제시	한국관광데이터랩(대전광역시 체류시간)	아이디어 기획
대전광역시	2024	우수상	50		공데2학년	2025 대전 빵 선정 여행빵빵	성심당 이외에도 다양한 대전의 빵집을 알림으로써 관광객 유입을 늘리고  나아가 대전 빵집 상권을 활성화 하는 전략 수립	대전광역시(관광명소),  대전광역시(3대 30년 전통업소 현황) 대전광역시(착한가격업소 현황),  대전광역시 서구(제과점현황) 대전교통공사(열차혼잡도분석),  대전교통공사(시간대별 하차 인원)	아이디어 기획
대전광역시	2024	우수상	50		HELPERS	장애인 편의 시설 네비게이션	지체 장애를 가진 분들이 여가생활을 할 때 불편함을 최소화 하기 위해,  어떤 공공기관에 어떤 장애인편의시설이 설치되어있는 지 확인 후  여가생활을 할 수 있도록 안내	한국 사회보장정보원 (장애인편의시설 현황 api)	아이디어 기획
대전광역시	2024	우수상	50		세이프티	업종별 중대재해 사이렌 알림 서비스	업종별 맞춤형 데이터 분석과 중대재해 알림 서비스 제공, 실효성 있는 사고 예방 정보 제공을 통해 선제적 차원의 신속 대응 및 중대재해 예방	고용노동부(중대재해 사이렌 데이터)	아이디어 기획
대전광역시	2024	우수상	50		오일코일	운전하며 돈도 벌자, 오일코인	공공데이터를 활용하여 차량별 공인 연비와 실 연비를 금액으로 비교  제시하고, 평가 손익 수치표시를 통해 실질적인 체감을 유도한 서비스 구축	에너지관리공단(차량별 연비 데이터) 한국석유공사(주유소 일별 유류비 데이터) 기상청(연비 계산에 끼치는 영향(기온) 데이터)	아이디어 기획
경상북도	2024	최우수상	200	마이렌	마이렌	-	지능형교통사고분석정보 데이터 기반의 AI 딥러닝 연계 모빌리티 실시간 사고 감지 OBD 단말기	지능형교통사고분석정보(교통사고분석시스템) 사업용차량 운행기록데이터 개방시스템(한국교통안전공단)	아이디어 기획
경상북도	2024	우수상	100	-	청정바다지킴이	-	강화학습 활용 해양 쓰레기 수거 시스템	해안 오염물질 데이터(이미지)(AI-Hub) 해양 침적쓰레기 이미지 데이터 고도화(AI-Hub)	아이디어 기획
경상북도	2024	장려상	50	-	그린시티	-	가로수 식재를 통한 도로 환경 개선	전국 가로수길 정보 표준 데이터(공공데이터포털) 한국환경공단_도로 재비산먼지 측정 정보(공공데이터포털)	아이디어 기획
경상북도	2024	최우수상	300	-	숲속생활자	숲속생활자	도시와 농촌을 잇는 텃밭 공유 플랫폼	농식품 팜맵 서비스(농림축산식품부)	제품 및 서비스 개발
경상북도	2024	우수상	150	-	Team EVE	무블	누구나 여행하는 내일, 모두를 위한 여행정보 서비스 무블	경상북도 내 관광(단)지 정보(공공데이터포털) 경상북도 경주시_무장애 여행 정보(공공데이터포털)	제품 및 서비스 개발
경상북도	2024	장려상	100	-	달리고	달리자전거	달리자전거	전국 자전거 대여소 표준데이터(공공데이터포털) 전국 자전거 보관소 표준데이터(공공데이터포털)	제품 및 서비스 개발
영천시	2024	최우수상	200		KNUJeans	데이터센터 최적 입지 추천 솔루션	``	국전력거래소 지역별 시간별 태양광 및 풍력 발전량, 한국에너지공단 풍력기 위치정보 등	아이디어 기획
영천시	2024	우수상	150		올라운더	특허/비특허 통합 데이터베이스 구축  기술을 통한 차세대선행기술분석솔루션개발	``	2024 특허정보활용서비스(KIPRISPlus) 상품 카탈로그 상품 등	아이디어 기획
영천시	2024	우수상	150		별빛케어	의료사각지대 해소를 위한 의료취약지 선정 및 메디버스(Medi-Bus)운행경로제안	모바일 앱으로 예약, 진료 기록 조회, 실시간 위치 확인 등의 기능을 통해 의료 서비스 접근성 개선	영천시 통계연보, 국가교통DB 등	아이디어 기획
영천시	2024	장려상	100		NaN	모두의 든든한 식물 파트너 PLANT HELPER	작물의 성장과 관련된 다양한 정보를 제공하여 초보 농업인들이 성공적으로 농업 활동을 할 수 있도록 도움을 주는 어플리케이션	기상청_날씨 이슈별 데이터, 농촌진흥청 국립농업과학원_작물별 비료사용 처방 데이터 등	아이디어 기획
영천시	2024	장려상	100		BalloonTier	AI 자원봉사 추천 플랫폼 (BalloonTier)	봉사활동 등록 인원에 비해 현저히 낮은 실제 봉사활동 참여율 제고를 위해 추천 알고리즘을 기반으로 맞춤 자원봉사를 사용자에게 추천하는 플랫폼	행정안전부_봉사참여정보서비스, 여성가족부_청소년 자원봉사 프로그램 서비스 정보 등	아이디어 기획
영천시	2024	장려상	100		로켓배송	서울시 스마트 MFC 입지 선정 및 추천 시스템 구축	도심형 MFC(Micro Fulfillment Center) 입지 선정 시스템	서울시 행정동 이름정보, 서울시 행정동별 공시지가, 서울시 행정동별 GRDP 수준 등	아이디어 기획
문화체육관광부	2024	대상	1000	난춘 주식회사	난춘 주식회사	[다온] 대한민국 대표 다양성 취미·여가 플랫폼	다온'은 인공지능, IT 기술 기반으로, 장애인, 노인, 사회적 약자 등 취약계층의 다양성을 고려한  콘텐츠를 제공하는 취미·여가 플랫폼입니다.	한국문화정보원 문화누리 카드 가맹점 지도, 한국문화정보원 시니어 문화생활 정보, 장애인(배리어프리)실내·실외 문화생활 정보 등	제품 및 서비스(우수사례)
문화체육관광부	2024	우수상	300	에이아이바	에이아이바	[W4U] AI 기반 한류 콘텐츠 저작권 보호 알고리즘을 적용한  PoD 플랫폼	자사 PoD(Print on Demand) 플랫폼 W4U에서는 상표나 저작권이 있는 캐릭터, 로고 등 비주얼 IP를 사용할 때,  AI 알고리즘을 통해 이미지 유사도를 판단하여 불법 사용을 방지하고 저작권자의 권리를 보호합니다.	한국관광공사 영문관광정보서비스_GW, 국제방송교류재단 뉴스기사 API	제품 및 서비스(우수사례)
문화체육관광부	2024	우수상	300	기분좋은큐엑스	기분좋은큐엑스	[씨코 seeko] 로컬콘텐츠 추천 플랫폼	‘seeko’는 문화 행사, 축제, 문화유산, 로컬 여행 등 전국의 로컬 콘텐츠를 추천하는  맞춤형으로 추천하는 큐레이션 서비스입니다.	한국문화정보원 공연 전시 정보 조회 서비스, 한국관광공사 국문 관광 정보 서비스 등	제품 및 서비스(우수사례)
문화체육관광부	2024	장려상	150	-	오디가	[오디가] 내 주변 로컬 이벤트 AI 추천 서비스	‘ODIGA(오디가)’는 사용자 위치 기반으로  주변의 모든 로컬 이벤트를 보여주는 서비스입니다. 	한국문화정보원 전국 문화 축제 표준데이터, 한국문화정보원 국내 지역별 관광 명소 데이터, 국내 문화 체육 관광 시설 인근 생활 편의 시설 데이터 등	제품 및 서비스(우수사례)
문화체육관광부	2024	대상	300	-	느린e	[느긋한 산책] 느긋하게 책 속을 산책하는 시간	‘느긋한 산책’은 느린학습자의 문해력 수준에 맞춰  맞춤형 책을 제공해 어휘와 읽기 전략을 익히도록 돕는 애플리케이션 서비스입니다.	국립국어원 우리말샘, 국립어린이청소년도서관 사서추천도서, 한국교육과정평가원 느린학습자 선별을 위한 체크리스트 개발 등	아이디어
문화체육관광부	2024	우수상	200	-	자립하마	[자립하마] 자립 준비 청년을 위한 정보교류 및  문화생활 지원 앱 서비스	자립하마'는 자립준비 청년들이 정보 교류와 문화생활을 통해 정서적 문제를 해소하고,  사회적 관계를 형성할 수 있도록 돕는 애플리케이션 서비스입니다. 	KOPIS 공연 상세 데이터, KOPIS공연 시설 상세 데이터, 문화패스 데이터 등	아이디어
문화체육관광부	2024	우수상	200	-	P라미숙해	[K-ONNECT] 지역경제 활성화를 위한  K-콘텐츠 기반 외래관광객 타겟 플랫폼	‘K-ONNECT’는 K-콘텐츠에 관심 있는 외래 관광객을 위한 통합 관광 플랫폼입니다. 외래 관광객의 촬영지 방문을 통해, 지방 소멸 위기에 처한 지역의 유동 인구를 늘리고 지역 경제 활성화를 목표로 합니다. 	한국문화정보원 국내 지역별 영화 드라마 촬영 장소 및 시설 데이터, 한국영상자료원 한국 로케이션 촬영 이력, 서울특별시 서울시 드라마 CF 촬영 장소 정보 등	아이디어
문화체육관광부	2024	장려상	100	-	브레인팟	[브레인팟] 아이의 눈으로 세상을 재해석하다	‘아이 맞춤형 지역 전통 동화 이야기 기반 축제 안내 팜플렛’은 AI 이미지 합성 기술을 활용하여  아이가 팜플렛 속 주인공이 되어, 지역 전통 이야기를 배울 수 있는 기회를 제공합니다. 	한국문화정보원 지역축제관광 인근 관광정보, 한국관광공사 관광 빅데이터 정보 서비스, 한국문화원연합회 지역경제 활성화를 위한 지역문화자원 데이터 등	아이디어
문화체육관광부	2024	장려상	100	-	발길따라	[나도동] 나만의 도보 여행 대동여지도	‘나도동’은 도보 여행과 대동여지도를 활용한 모바일 문화 관광 걷기 플랫폼입니다.  공공 및 민간 데이터를 융합해 전국의 도보 및 여행 코스를 안내하며, 사용자 선호도에 맞춘 맞춤형 도보 코스를 추천합니다.	한국관광공사 두루누비 정보 서비스, 지자체 전국길 관광 정보 표준데이터, 국토지리정보원 역사지도정보_대동여지도 등	아이디어
전라남도	2024	대상	300		Somewhere	다도해를 품고 있는 전남. 섬 여행은 어디로?	전남 공공데이터를 활용한 섬 여행 가이드 제공	전남 관광명소, 전라남도 유인도 정보	아이디어 기획
전라남도	2024	우수상	200	TMRAS	우주달팽이	노후건축물 리모델링 플랫폼	공공데이터를 활용한 빈집/노후화 건축물의 맵핑 데이터로 리모델링 시각화	-	제품 및 서비스 개발
전라남도	2024	우수상	200		개인	증강현실앱 개발을 통한 지역 관광 혁신	전남 관광데이터를 활용한 개인 맞춤형 관광 가이드 제공	전라남도_자연휴양림현황 외 19종	아이디어 기획
전라남도	2024	장려상	150		오아시스	금융 사막화 지역을 위한 방문형 은행 서비스	방문형 은행 서비스 제공을 통해 금융 소외계층 접근성 문제 해결	행정안전부_지역별(법정동) 성별 연령별 주민등록 인구수, 금융회사 코드 조회 데이터	아이디어 기획
전라남도	2024	장려상	150		하루농사	친환경 홈파밍 농작물 정보 제공 시스템	공공데이터를 활용한 홈파밍 농작품 정보 플랫폼 제공	전라남도 농업박물관 교육체험	제품 및 서비스 개발
전라남도	2023	대상	300		위대한 여정	 Senior And Rich(AI를 활용한 시니어 데이터 유통 애플리케이션)	관광객 중심의 대중 교통 기반으로 관광 관리 가능한 시스템으로 서비스를 제공하는 어플리케이션	전라남도 노인 인구 현황,. 전라남도 노인복지시설 현황,. 노인장기요양보험 등급판정 현황(국민건강보험공단)	아이디어 기획
전라남도	2023	우수상	200	㈜날다	날다2023	남도 목조 문화유산 지킴이 서비스	드론, 열화상 카메라, 관제 시스템을 활용한 지역 문화유산의 효율적인 안전관리 체계구축	전라남도 일일 소방상황 리스트, 의용소방대 현황	제품 및 서비스 개발
전라남도	2023	우수상	200		아알강	인공지능을 활용한 전라남도형 폐의약품 수거  플랫폼	폐의약품을 배출을 안내 홍보 APP과 인공지능 활용한 폐의약품 수거함	전라남도 폐의약품 수거함 현황	아이디어 기획
전라남도	2023	장려상	150	㈜디에어	Team. D Air 	 흩어져 있는 중요 하천 수계 관리 빅데이터의 통합 플랫폼 개발	 각종 하천 관리 데이터를 통합하여 보여줄 수 있는 하나의 통합 플랫폼	한국수자원공사_SGI관측소 제원정보,한국수자원공사_댐별 재원정보	아이디어 기획
전라남도	2023	장려상	150		개인	댐에 들어있는 물의 양을 비교하는 어플리케이션	전국 댐을 구역별로 나누고 각각의 구역에 대해 선택시 여러가지 정보 및 순위를 표출해주는 어플리케이션	전라남도 나주시 하천정보, 전라남도 곡성군 하천현황	제품 및 서비스 개발
전북특별자치도	2024	대상	600	인덱스리서치	인덱스리서치	동물 의약/식품 상세검색 서비스	동물용 의약품 품목과 약품별 성분 데이터, 상품정보 데이터 등을 활용하여 반려･축산동물을 위한 상품 성분 비교를 통해 소비자 개별 맞춤형 상세정보+성분 비교가 가능토록 서비스 제공	농림축산검역본부 동물용의약품등 품목허가 현황(data.go.kr) 한국표준사료성분표(농사로)	제품 및 서비스 개발
전북특별자치도	2024	최우수상	250			공공데이터를 활용한 대동물통합관리시스템 - LivestockRx	가축질병 정보 및 대응법 데이터를 활용하여 대동물 축산농가에서 발생가능한 전염병 예방･초기대응, 발생질병 관련 안내와 이에 따른 처방, 약물 사용지침 안내, 예방접종 기록 서비스 제공으로 대동물 수의사의 역할 보조와 함께 사회적 비용 감소 등을 도모하는 대동물 통합관리시스템	동물의약품 허가결과정보(농림축산식품부) 가축 통계 데이터(mafra) 가축질병발생정보(농림축산식품부)	제품 및 서비스 개발
전북특별자치도	2024	우수상	165	㈜블루프로그	㈜블루프로그	공공데이터를 활용한 AI 기반 고객 방문예측 및 리워드 최적화 솔루션 'SOSOK'	도내 권역별 음식점, 기업 데이터, 카드 사용데이터를 활용해 가맹점별 특성과 고객 성향 데이터를 결합하여 타겟화 된 이용자에게 매장홍보 및 프로모션 제공 서비스	권역별 음식점 및 관광 사업체 정보 등(전북특별자치도)	제품 및 서비스 개발
전북특별자치도	2024	우수상	165			눈이 아닌 귀로 열어가는 쇼핑의 혁명	AI Hub 편의점 상품 이미지와 상품정보 데이터를 활용하여 저시력을 가진 사람들의 독립적 물품구매 환경 조성하고 점자 표시 부족이나 정보 부족으로 인한 어려움을 해결하는 서비스	상품 이미지(AI HUB)	제품 및 서비스 개발
전북특별자치도	2024	특별상	80			영농지식이 부족한 귀농인들을 위한 생성형 AI 챗봇 "농지니" 웹서비스	귀농 인구 데이터, 농작물 재배 데이터 등을 활용하여 초보 귀농인들의 정착을 돕기위헤 전문 지식을 제공받을 수 있도록 하는 AI 챗본 서비스	연령 및 성별 농가구 인구(KOSIS) 귀농 인구 통계 데이터(KOSIS) 노지 작물 해충 진단 이미지, 시설 작물 질병 진단 이미지(AI HUB)	제품 및 서비스 개발
전북특별자치도	2024	최우수상	200	㈜부랜더	㈜부랜더	도시재생(집수리지원사업) 공공데이터 활용한 원스톱 집수리 서비스	도시재생 공공데이터를 활용하여 도시재생지원사업 정보를 통해 사용자에게 전문가와 철물점을 연결시켜 집수리(주택, 상가) 관련 종합적인 서비스를 제공하는 원스톱 집수리 플랫폼	도시재생종합정보(공공데이터포털) 도시재생사업(전북특별자치도 도시재생지원센터)	아이디어 기획
전북특별자치도	2024	우수상	100			식품 사막 지역을 위한 이동식 식료품 판매 서비스 '온마을'	도내 식료품점 위치 데이터를 활용하여 식품사막 지역을 선정하고 해당 지역의 주민들에게 신선 식품을 제공하는 이동식 상점 운영 서비스	상가(상권)정보(공공데이터 포털) 전국 전통시장 현황(공공데이터 포털) 전국 행정동별 100m 격자 위치별 인구 수(국토정보맵)	아이디어 기획
전북특별자치도	2024	우수상	100			AI를 이용한 미생물 기반 토양개선 솔루션 플랫폼	작물별 비료 사용 처방 데이터, 미생물 데이터 등을 활용하여 작물별 적합한 미생물 비료를 활용해 친환경 농업을 촉진시키고, 토양의 생태건강 또한 도모하는 솔루션 제공 서비스	작물별 비료사용 처방 데이터(농촌진흥청) 기상청 기온, 강수량, 바람 등 기상데이터(기상청)	아이디어 기획
전북특별자치도	2024	특별상	80			가축 병충해 데이터 기반 예방 어플리케이션	가축 질병 약품 및 동물 질병 정보, 동물병원 및 약국 현황 정보를 활용하여 동물의 질병을 조기에 진단하고 사용자 주변의 동물병원, 약국 정보를 제공하거나 유행 질병 정보와 예방 치료법을 제공함으로서 동물복지 실현을 도모하는 서비스	동물 질병 정보(공공데이터 포털) 전주시 동물약국현황(전북특별자치도) 가축 질병 약품 정보(공공데이터 포털)	아이디어 기획
전북특별자치도	2024	특별상	80			AI를 활용한 피싱 방지 스마트 솔루션	도메인 정보, 피싱사이트 데이터 등을 인공지능과 결합하여 앱 사용자의 피싱 및 스미싱 사기 피해를 예방하고 다양한 채널에서 발생하는 피싱 공격을 통합적으로 보호하는 서비스	스팸 유통현황 분석 보고서(한국인터넷진흥원) 피싱사이트 URL(한국인터넷진흥원) 사이버 금융범죄 현황(경찰청)	아이디어 기획
산림청	2024	산림청장상 (대상)	1000		애프터레인 (박중현, 김용주, 유선웅, 김정훈, 최진영)	시들링	각 지역 기후데이터 및 병해충 빅데이터 연동분석 으로 산림양묘 병해충 발생 시기 예측, 사전 방제 서비스	ㅇ산림병해충도감, 산림병해충조사야장 (산림청) ㅇ기상청 API 허브 단기예보 (기상청)	제품 및 서비스개발
산림청	2024	산림청장상 (최우수)	400		메이사플래닛 (김동영, 강명훈, 황위주, 구아롬, 송준엽)	Forest View AI	산림지역에 리스크 탐지 및 현황파악, 산림 피해에 대한 사후 분석의 기능을 포함한 산림 특화 모니터링 솔루션	ㅇ산불발생통계, 실시간산불정보 (산림청) ㅇ천리안 2A호 기상산출물, 산불 관련 자료 (기상청)	제품 및 서비스개발
산림청	2024	산림청장상 (최우수)	400		플랜비 (이민서) - 개인	플랜트비 (Plant:B)	공공데이터를 활용한 등산로 정보 제공 및 식물도감 채우기	ㅇ등산로정보 (산림청) ㅇ자연환경조사, 생태계정밀 조사 (국립생태원)	제품 및 서비스개발
산림청	2024	산림청장상 (최우수)	400		나무 아래 쉼터 (이진원, 김평기, 설경인, 장기훈)	나무 아래 쉼터	사용자가 대한민국 전역의 아름다운 휴양림을 손쉽게 탐색하고, 맞춤형 추천을 받을 수 있도록 도와주는 앱	ㅇ전국휴양림표준데이터(산림청) ㅇ산림청 100대 명산(한국등산트레킹지원센터)	제품 및 서비스개발
산림청	2024	한국임업진흥원장상 (우수상)	200		Green Pick (원동설) - 개인	AI 펫가드닝 서비스	지속적으로 성장하고 있는 반려식물 관련 수요를 대상으로 개인화 맞춤형 AI 펫가드닝 서비스	ㅇ표준식물 기본정보 식물종, 백두대간 식물바이오 정보 (산림청) ㅇ생물자원 식물자원 정보, 공기정화 식물 정보 (농림수산식품교육문화정보원)	제품 및 서비스개발
산림청	2024	산림청장상 (대상)	500		 속싹임 (김우정, 김지경, 김한별) 	속싹임	‘속싹임’은 대화형AI기술을 활용하여 반려식물과 마음상담을 할 수 있는 어플리케이션	ㅇ표준식물목록이미지정보서비스, 숲에 사는 식물 정보 (산림청) ㅇ산림치유 프로그램 정보 (한국산림복지진흥원) ㅇ감정 경험 정도 정보 통계, 공원 현황 (서울특별시)	아이디어 기획
산림청	2024	산림청장상 (최우수)	100		아가랑 (김정현, 송채영, 유나경)	아가랑	임산부를 위한 산책 추천 및 생성형 AI를 통한 개인 맞춤형 태교 노래 생성 서비스	ㅇ전국 도시 공원 정보 표준 데이터(공공데이터포털) ㅇ피톤치드 측정 정보(산림빅데이터거래소) ㅇ내 주변 산책로 데이터(문화빅데이터) ㅇ자연공원/용도지구, 등고선(국토교통부)	아이디어 기획
산림청	2024	산림청장상 (최우수)	100		비욘드데이터 (김승연, 장상훈, 한민아)	별난스팟	사용자 맞춤형 천문 관측 위치 추천 서비스	ㅇ산림관광, 산림휴양 정보 (한국산림복지진흥원) ㅇ전국 스마트 가로등 표준데이터, 건축물연령정보, 수자원단위지도 (국토교통부) ㅇ종관기상관측 (기상청)	아이디어 기획
